"['03-Mar-09', 'Upgrade', 'UBS', 'Neutral → Buy', None]","['14-Jun-07', 'Upgrade', 'HSBC Securities', 'Neutral → Overweight', None]","['14-Feb-07', 'Reiterated', 'HSBC Securities', 'Neutral', '$50 → $46']","['25-Apr-08', 'Downgrade', 'Bear Stearns', 'Outperform → Peer Perform', None]"
"['03-Mar-09', 'Upgrade', 'UBS', 'Neutral → Buy', None]","['14-Jun-07', 'Upgrade', 'HSBC Securities', 'Neutral → Overweight', None]","['14-Feb-07', 'Reiterated', 'HSBC Securities', 'Neutral', '$50 → $46']","['25-Apr-08', 'Downgrade', 'Bear Stearns', 'Outperform → Peer Perform', None]"
"['Sep-11-17', 'Upgrade', 'Goldman', 'Neutral → Buy', None]","['Mar-14-16', 'Upgrade', 'BofA/Merrill', 'Neutral → Buy', None]","['Jul-13-15', 'Upgrade', 'Sterne Agee CRT', 'Underperform → Neutral', None]","['Mar-03-09', 'Upgrade', 'UBS', 'Neutral → Buy', None]","['Jun-14-07', 'Upgrade', 'HSBC Securities', 'Neutral → Overweight', None]","['Nov-30-16', 'Resumed', 'Citigroup', 'Buy', None]","['Sep-21-16', 'Resumed', 'Goldman', 'Neutral', None]","['Feb-14-07', 'Reiterated', 'HSBC Securities', 'Neutral', '$50 → $46']","['Apr-27-16', 'Downgrade', 'Barclays', 'Overweight → Equal Weight', None]","['Apr-08-16', 'Downgrade', 'Citigroup', 'Neutral → Sell', None]","['Oct-13-15', 'Downgrade', 'Credit Suisse', 'Neutral → Underperform', None]","['Apr-22-15', 'Downgrade', 'Goldman', 'Neutral → Sell', None]","['Apr-25-08', 'Downgrade', 'Bear Stearns', 'Outperform → Peer Perform', None]"
"['03-Mar-09', 'Upgrade', 'UBS', 'Neutral → Buy', None]","['14-Jun-07', 'Upgrade', 'HSBC Securities', 'Neutral → Overweight', None]","['14-Feb-07', 'Reiterated', 'HSBC Securities', 'Neutral', '$50 → $46']","['25-Apr-08', 'Downgrade', 'Bear Stearns', 'Outperform → Peer Perform', None]"
